projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,commFishYN,keepResourceYN,incidentalYN,removeOwnUse,amtGavetoCrew,amtGaveOthers,units,resComment
316,11,2024,1,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,1,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,5,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,13,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,42,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,3,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,8,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,11,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,14,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,18,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,19,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,20,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,21,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,23,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,25,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,26,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,27,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,43,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,33,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
