projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,used,attempt,harvestq,giveaway,received,units,harvJan,harvFeb,harvMar,harvApr,harvMay,harvJun,harvJul,harvAug,harvSep,harvOct,harvNov,harvDec,harvUnkn,amtFoodFur,displayGroup
316,11,2024,1,0,1,14,0,default,0,0,220200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,222400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,222802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,222000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,221200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,222200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,1,0,1,14,0,default,0,0,223200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,1,0,1,14,0,default,0,0,223400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,1,0,1,14,0,default,0,0,221600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,1,0,1,14,0,default,0,0,220804000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,1,0,1,14,0,default,0,0,220802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,5,0,1,14,0,default,0,0,220200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,222400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,222802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,222000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,221200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,222200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,5,0,1,14,0,default,0,0,223200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,5,0,1,14,0,default,0,0,223400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,5,0,1,14,0,default,0,0,221600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,5,0,1,14,0,default,0,0,220804000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,5,0,1,14,0,default,0,0,220802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,13,0,1,14,0,default,1,1,220200000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,222400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,222802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,222000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,221200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,222200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,13,0,1,14,0,default,1,1,223200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,13,0,1,14,0,default,1,1,223400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,13,0,1,14,0,default,1,1,221600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,13,0,1,14,0,default,1,1,220804000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,13,0,1,14,0,default,1,1,220802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,42,0,1,14,0,default,1,1,220200000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,7,8,0,0,0,15,1401
316,11,2024,42,0,1,14,0,default,1,1,222400000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1401
316,11,2024,42,0,1,14,0,default,1,1,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,222802000,1,1,1,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,222000000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1401
316,11,2024,42,0,1,14,0,default,1,1,221200000,1,1,1,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,222200000,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1401
316,11,2024,42,0,1,14,0,default,1,1,223200000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1402
316,11,2024,42,0,1,14,0,default,1,1,223400000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1402
316,11,2024,42,0,1,14,0,default,1,1,221600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,42,0,1,14,0,default,1,1,220804000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1402
316,11,2024,42,0,1,14,0,default,1,1,220802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,3,0,1,14,0,default,0,0,220200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,222400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,222802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,222000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,221200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,222200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,3,0,1,14,0,default,0,0,223200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,3,0,1,14,0,default,0,0,223400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,3,0,1,14,0,default,0,0,221600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,3,0,1,14,0,default,0,0,220804000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,3,0,1,14,0,default,0,0,220802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,8,0,1,14,0,default,0,0,220200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,222400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,222802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,222000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,221200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,222200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,8,0,1,14,0,default,0,0,223200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,8,0,1,14,0,default,0,0,223400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,8,0,1,14,0,default,0,0,221600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,8,0,1,14,0,default,0,0,220804000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,8,0,1,14,0,default,0,0,220802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402
316,11,2024,11,0,1,14,0,default,0,0,220200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,11,0,1,14,0,default,0,0,222400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,11,0,1,14,0,default,0,0,221004000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,11,0,1,14,0,default,0,0,221002000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,11,0,1,14,0,default,0,0,222600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
316,11,2024,11,0,1,14,0,default,0,0,221800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401
